timestamp,state,network_type,traffic_tx_rx_mb,rssi,external_ip,ip_address,connection_uptime,imsi,imei,iccid,duplex_mode,mcc,mnc,cid,pcid,band,bandwidth_ul,bandwidth_dl,rsrp,rsrq,sinr,pcc_1,pcc_2,scc_1,scc_2,scc_3,scc_4,scc_count
2026-07-22T22:51:39+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 1.79 МБ,19,185.163.26.68,10.166.167.10,00:46:51,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:52:39+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 1.82 МБ,19,185.163.26.68,10.166.167.10,00:47:52,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:53:39+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 1.86 МБ,0,185.163.26.68,10.166.167.10,00:48:52,434070245534360,866029070432606,89998070200455343608,,,,,,,,,,,,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:54:40+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 1.89 МБ,19,185.163.26.68,10.166.167.10,00:49:52,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:55:40+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 1.93 МБ,19,185.163.26.68,10.166.167.10,00:50:53,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-9,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:56:41+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 1.96 МБ,19,185.163.26.68,10.166.167.10,00:51:53,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:57:41+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 2.00 МБ,19,185.163.26.68,10.166.167.10,00:52:54,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-9,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:58:41+05:00,Есть подключение,UZDGSM 4G,0.07 МБ / 2.04 МБ,19,185.163.26.68,10.166.167.10,00:53:54,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-8,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T22:59:42+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.08 МБ,19,185.163.26.68,10.166.167.10,00:54:54,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-8,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:00:42+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.13 МБ,19,185.163.26.68,10.166.167.10,00:55:55,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-7,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:01:43+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.17 МБ,19,185.163.26.68,10.166.167.10,00:56:55,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,16,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:02:43+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.20 МБ,19,185.163.26.68,10.166.167.10,00:57:56,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-8,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:03:44+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.24 МБ,19,185.163.26.68,10.166.167.10,00:58:56,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:04:44+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.28 МБ,19,185.163.26.68,10.166.167.10,00:59:57,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:05:45+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.32 МБ,19,185.163.26.68,10.166.167.10,01:00:57,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:06:45+05:00,Есть подключение,UZDGSM 4G,0.08 МБ / 2.35 МБ,19,185.163.26.68,10.166.167.10,01:01:58,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:07:46+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.38 МБ,19,185.163.26.68,10.166.167.10,01:02:58,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:08:46+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.42 МБ,19,185.163.26.68,10.166.167.10,01:03:59,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:09:46+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.46 МБ,19,185.163.26.68,10.166.167.10,01:04:59,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:10:47+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.50 МБ,19,185.163.26.68,10.166.167.10,01:06:00,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:11:47+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.53 МБ,19,185.163.26.68,10.166.167.10,01:07:00,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-8,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:12:48+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.57 МБ,19,185.163.26.68,10.166.167.10,01:08:00,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:13:48+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.60 МБ,19,185.163.26.68,10.166.167.10,01:09:01,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-9,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:14:49+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.64 МБ,19,185.163.26.68,10.166.167.10,01:10:01,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:15:49+05:00,Есть подключение,UZDGSM 4G,0.09 МБ / 2.67 МБ,19,185.163.26.68,10.166.167.10,01:11:02,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-8,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:16:50+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.71 МБ,19,185.163.26.68,10.166.167.10,01:12:02,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:17:50+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.76 МБ,19,185.163.26.68,10.166.167.10,01:13:03,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:18:50+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.79 МБ,19,185.163.26.68,10.166.167.10,01:14:03,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:19:51+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.83 МБ,19,185.163.26.68,10.166.167.10,01:15:03,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:20:51+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.86 МБ,19,185.163.26.68,10.166.167.10,01:16:04,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:21:52+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.90 МБ,19,185.163.26.68,10.166.167.10,01:17:04,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:22:52+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.93 МБ,19,185.163.26.68,10.166.167.10,01:18:05,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-8,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:23:53+05:00,Есть подключение,UZDGSM 4G,0.10 МБ / 2.97 МБ,19,185.163.26.68,10.166.167.10,01:19:05,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:24:53+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.00 МБ,19,185.163.26.68,10.166.167.10,01:20:06,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:25:54+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.04 МБ,19,185.163.26.68,10.166.167.10,01:21:06,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:26:54+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.08 МБ,19,185.163.26.68,10.166.167.10,01:22:07,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:27:54+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.12 МБ,19,185.163.26.68,10.166.167.10,01:23:07,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:28:55+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.15 МБ,19,185.163.26.68,10.166.167.10,01:24:08,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:29:55+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.18 МБ,19,185.163.26.68,10.166.167.10,01:25:08,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:30:56+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.22 МБ,19,185.163.26.68,10.166.167.10,01:26:08,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-9,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:31:56+05:00,Есть подключение,UZDGSM 4G,0.11 МБ / 3.26 МБ,19,185.163.26.68,10.166.167.10,01:27:09,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:32:57+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.29 МБ,19,185.163.26.68,10.166.167.10,01:28:09,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-7,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:33:57+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.33 МБ,19,185.163.26.68,10.166.167.10,01:29:10,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:34:58+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.37 МБ,19,185.163.26.68,10.166.167.10,01:30:10,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:35:58+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.41 МБ,19,185.163.26.68,10.166.167.10,01:31:11,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:36:58+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.44 МБ,19,185.163.26.68,10.166.167.10,01:32:11,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:37:59+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.48 МБ,19,185.163.26.68,10.166.167.10,01:33:11,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:38:59+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.51 МБ,19,185.163.26.68,10.166.167.10,01:34:12,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:40:00+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.54 МБ,19,185.163.26.68,10.166.167.10,01:35:12,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:41:00+05:00,Есть подключение,UZDGSM 4G,0.12 МБ / 3.58 МБ,19,185.163.26.68,10.166.167.10,01:36:13,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:42:01+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.61 МБ,19,185.163.26.68,10.166.167.10,01:37:13,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,10,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:43:01+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.65 МБ,19,185.163.26.68,10.166.167.10,01:38:14,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:44:02+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.68 МБ,19,185.163.26.68,10.166.167.10,01:39:14,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:45:02+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.73 МБ,19,185.163.26.68,10.166.167.10,01:40:15,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:46:02+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.77 МБ,19,185.163.26.68,10.166.167.10,01:41:15,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:47:03+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.80 МБ,19,185.163.26.68,10.166.167.10,01:42:15,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:48:03+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.84 МБ,0,185.163.26.68,10.166.167.10,01:43:16,434070245534360,866029070432606,89998070200455343608,,,,,,,,,,,,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:49:04+05:00,Есть подключение,UZDGSM 4G,0.13 МБ / 3.87 МБ,19,185.163.26.68,10.166.167.10,01:44:16,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:50:04+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 3.91 МБ,19,185.163.26.68,10.166.167.10,01:45:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:51:04+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 3.94 МБ,19,185.163.26.68,10.166.167.10,01:46:17,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:52:05+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 3.98 МБ,19,185.163.26.68,10.166.167.10,01:47:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-11,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:53:05+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.02 МБ,19,185.163.26.68,10.166.167.10,01:48:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:54:06+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.06 МБ,19,185.163.26.68,10.166.167.10,01:49:18,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:55:06+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.09 МБ,19,185.163.26.68,10.166.167.10,01:50:19,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,9,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:56:07+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.12 МБ,19,185.163.26.68,10.166.167.10,01:51:19,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:57:07+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.15 МБ,19,185.163.26.68,10.166.167.10,01:52:20,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:58:08+05:00,Есть подключение,UZDGSM 4G,0.14 МБ / 4.19 МБ,19,185.163.26.68,10.166.167.10,01:53:20,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-22T23:59:08+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.22 МБ,19,185.163.26.68,10.166.167.10,01:54:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-23T00:00:08+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.25 МБ,19,185.163.26.68,10.166.167.10,01:55:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-23T00:01:09+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.29 МБ,19,185.163.26.68,10.166.167.10,01:56:21,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-23T00:02:09+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.33 МБ,19,185.163.26.68,10.166.167.10,01:57:22,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-7,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-23T00:03:10+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.37 МБ,19,185.163.26.68,10.166.167.10,01:58:22,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-23T00:04:10+05:00,Есть подключение,UZDGSM 4G,0.15 МБ / 4.42 МБ,19,185.163.26.68,10.166.167.10,01:59:23,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,14,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 3"" / 15MHz",,,,1
2026-07-23T00:05:11+05:00,Есть подключение,UZDGSM 4G,7.11 КБ / 99.20 КБ,19,185.163.26.68,10.166.167.10,00:00:30,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,12,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-23T00:06:11+05:00,Есть подключение,UZDGSM 4G,8.17 КБ / 134.40 КБ,19,185.163.26.68,10.166.167.10,00:01:31,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-89,-5,15,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-23T00:07:12+05:00,Есть подключение,UZDGSM 4G,9.16 КБ / 172.80 КБ,19,185.163.26.68,10.166.167.10,00:02:31,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-23T00:08:12+05:00,Есть подключение,UZDGSM 4G,10.41 КБ / 211.20 КБ,19,185.163.26.68,10.166.167.10,00:03:32,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-6,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-23T00:09:13+05:00,Есть подключение,UZDGSM 4G,11.75 КБ / 252.80 КБ,19,185.163.26.68,10.166.167.10,00:04:32,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-90,-5,13,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
2026-07-23T00:10:13+05:00,Есть подключение,UZDGSM 4G,12.82 КБ / 288.00 КБ,19,185.163.26.68,10.166.167.10,00:05:33,434070245534360,866029070432606,89998070200455343608,FDD,434,07,6B706,10,B7,20MHz,20MHz,-91,-6,11,"""LTE BAND 7"" / 20MHz",,"""LTE BAND 1"" / 10MHz",,,,1
