2026-07-11 22:28:05 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | import.customers | # | import_cust.json: +1/~0, xato 0 | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | backup.create | backup# | uzerp_backup_20260712_091418_363.zip | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | backup.create | backup# | uzerp_backup_20260712_091418_381.zip | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | sale.create | pos#3 | POS-2026-000002, 1 pozitsiya | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | sale.confirm | pos#3 | POS-2026-000002 | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | system | journal.post | journal#14 | JRN-2026-000014: Savdo POS-2026-000002 | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | system | journal.post | journal#15 | JRN-2026-000015: Tannarx POS-2026-000002 | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | journal.post | journal#16 | JRN-2026-000016: To'lov PAY-2026-000006 (POS-2026-000002 bo'yicha to'lov) | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | payment.create | payment#6 | PAY-2026-000006: in 18000.00 (cash) | ip=
2026-07-12 09:14:18 | INFO     | uzerp.audit | admin | sale.payment | pos#3 | 18000.00 (cash) | ip=
2026-07-12 10:22:38 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 10:22:38 | INFO     | uzerp.audit | system | system.stop | # |  | ip=
2026-07-12 10:22:40 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 10:22:40 | INFO     | uzerp.audit | system | system.stop | # |  | ip=
2026-07-12 10:23:53 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 10:23:53 | INFO     | uzerp.audit | system | system.stop | # |  | ip=
2026-07-12 10:23:54 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 10:23:55 | INFO     | uzerp.audit | system | system.stop | # |  | ip=
2026-07-12 10:25:37 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 10:25:37 | INFO     | uzerp.audit | system | system.stop | # |  | ip=
2026-07-12 11:23:56 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:24:34 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | admin | product.create | product#4 | Web Test Mahsulot | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | admin | sale.create | pos#4 | POS-2026-000003, 1 pozitsiya | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | admin | sale.confirm | pos#4 | POS-2026-000003 | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | system | journal.post | journal#17 | JRN-2026-000017: Savdo POS-2026-000003 | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | system | journal.post | journal#18 | JRN-2026-000018: Tannarx POS-2026-000003 | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | admin | journal.post | journal#19 | JRN-2026-000019: To'lov PAY-2026-000007 (POS-2026-000003 bo'yicha to'lov) | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | admin | payment.create | payment#7 | PAY-2026-000007: in 19800.00 (cash) | ip=
2026-07-12 11:36:29 | INFO     | uzerp.audit | admin | sale.payment | pos#4 | 19800.00 (cash) | ip=
2026-07-12 11:39:58 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:41:57 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#1 | JRN-2026-000001: Ustav kapitali kiritildi | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | product.create | product#1 | Shakar 1kg | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | supplier.create | supplier#1 | Optom Bazar MChJ | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | customer.create | customer#1 | Mini Market | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | purchase.create | purchase#1 | PUR-2026-000001, 1 pozitsiya | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | purchase.receive | purchase#1 | PUR-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | journal.post | journal#2 | JRN-2026-000002: Xarid PUR-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#3 | JRN-2026-000003: To'lov PAY-2026-000001 (PUR-2026-000001 bo'yicha to'lov) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payment.create | payment#1 | PAY-2026-000001: out 1200000.00 (bank) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | sale.create | invoice#1 | INV-2026-000001, 1 pozitsiya | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | sale.confirm | invoice#1 | INV-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | journal.post | journal#4 | JRN-2026-000004: Savdo INV-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | journal.post | journal#5 | JRN-2026-000005: Tannarx INV-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#6 | JRN-2026-000006: To'lov PAY-2026-000002 (INV-2026-000001 bo'yicha to'lov) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payment.create | payment#2 | PAY-2026-000002: in 720000.00 (cash) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | sale.payment | invoice#1 | 720000.00 (cash) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | sale.create | pos#2 | POS-2026-000001, 1 pozitsiya | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | sale.confirm | pos#2 | POS-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | journal.post | journal#7 | JRN-2026-000007: Savdo POS-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | journal.post | journal#8 | JRN-2026-000008: Tannarx POS-2026-000001 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#9 | JRN-2026-000009: To'lov PAY-2026-000003 (POS-2026-000001 bo'yicha to'lov) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payment.create | payment#3 | PAY-2026-000003: in 90000.00 (cash) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | sale.payment | pos#2 | 90000.00 (cash) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#10 | JRN-2026-000010: To'lov PAY-2026-000004 (Ofis ijarasi) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payment.create | payment#4 | PAY-2026-000004: out 50000.00 (cash) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | department.create | department#2 | Savdo bo'limi | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | employee.create | employee#1 | Aliyev Alisher | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | employee.create | employee#2 | Karimova Nilufar | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | leave.request | leave#1 | xodim #1, 10 kun | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | leave.approved | leave#1 |  | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payroll.create | payroll#1 | 2026-07: 2 xodim, jami 7000000.00 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#11 | JRN-2026-000011: Ish haqi 2026-07 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payroll.approve | payroll#1 | 2026-07 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#12 | JRN-2026-000012: To'lov PAY-2026-000005 (Ish haqi 2026-07) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payment.create | payment#5 | PAY-2026-000005: out 6153000.00 (bank) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | payroll.pay | payroll#1 | 2026-07 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | asset.create | asset#1 | Kompyuter (12000000.00) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | journal.post | journal#13 | JRN-2026-000013: Amortizatsiya 2026-07 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | asset.depreciation | asset# | 2026-07: 1 ta aktiv, jami 500000.00 | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_114312.csv (1 qator) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_114312.json (1 qator) | ip=
2026-07-12 11:43:12 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_114312.xlsx (1 qator) | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_114312.pdf (1 qator) | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_114313.docx (1 qator) | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | product.create | product#2 | Guruch 1kg | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | product.create | product#3 | Yog' 1L | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | import.products | # | import_test.csv: +2/~0, xato 1 | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | product.update | product#2 | ['cost_price', 'name', 'sale_price', 'sku', 'vat_rate'] | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | product.update | product#3 | ['cost_price', 'name', 'sale_price', 'sku', 'vat_rate'] | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | import.products | # | import_test.csv: +0/~2, xato 1 | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | customer.create | customer#2 | Import Mijoz MChJ | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | import.customers | # | import_cust.json: +1/~0, xato 0 | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | backup.create | backup# | uzerp_backup_20260712_114313_292.zip | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | backup.create | backup# | uzerp_backup_20260712_114313_309.zip | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | sale.create | pos#3 | POS-2026-000002, 1 pozitsiya | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | sale.confirm | pos#3 | POS-2026-000002 | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | system | journal.post | journal#14 | JRN-2026-000014: Savdo POS-2026-000002 | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | system | journal.post | journal#15 | JRN-2026-000015: Tannarx POS-2026-000002 | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | journal.post | journal#16 | JRN-2026-000016: To'lov PAY-2026-000006 (POS-2026-000002 bo'yicha to'lov) | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | payment.create | payment#6 | PAY-2026-000006: in 18000.00 (cash) | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | admin | sale.payment | pos#3 | 18000.00 (cash) | ip=
2026-07-12 11:43:13 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | product.create | product#4 | Web Test Mahsulot | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | sale.create | pos#4 | POS-2026-000003, 1 pozitsiya | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | sale.confirm | pos#4 | POS-2026-000003 | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | system | journal.post | journal#17 | JRN-2026-000017: Savdo POS-2026-000003 | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | system | journal.post | journal#18 | JRN-2026-000018: Tannarx POS-2026-000003 | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | journal.post | journal#19 | JRN-2026-000019: To'lov PAY-2026-000007 (POS-2026-000003 bo'yicha to'lov) | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | payment.create | payment#7 | PAY-2026-000007: in 19800.00 (cash) | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | sale.payment | pos#4 | 19800.00 (cash) | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | journal.post | journal#20 | JRN-2026-000020: Web test o'tkazma | ip=
2026-07-12 11:43:14 | INFO     | uzerp.audit | admin | user.create | user#2 | kassir1 (cashier) | ip=
2026-07-12 11:43:15 | INFO     | uzerp.audit | admin | export | file# | pl_hisoboti_20260712_114314.xlsx (6 qator) | ip=
2026-07-12 11:43:28 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:55:23 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | product.create | product#5 | API Test Mahsulot | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | sale.create | pos#5 | POS-2026-000004, 1 pozitsiya | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | sale.confirm | pos#5 | POS-2026-000004 | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | system | journal.post | journal#21 | JRN-2026-000021: Savdo POS-2026-000004 | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | system | journal.post | journal#22 | JRN-2026-000022: Tannarx POS-2026-000004 | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | journal.post | journal#23 | JRN-2026-000023: To'lov PAY-2026-000008 (POS-2026-000004 bo'yicha to'lov) | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | payment.create | payment#8 | PAY-2026-000008: in 50000.00 (cash) | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | sale.payment | pos#5 | 50000.00 (cash) | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | user.create | user#3 | apikassir (cashier) | ip=
2026-07-12 11:55:24 | INFO     | uzerp.audit | admin | user.create | user#4 | apimanager (sales_manager) | ip=
2026-07-12 11:56:04 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:56:05 | INFO     | uzerp.audit | admin | product.create | product#6 | API Test Mahsulot | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#1 | JRN-2026-000001: Ustav kapitali kiritildi | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | product.create | product#1 | Shakar 1kg | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | supplier.create | supplier#1 | Optom Bazar MChJ | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | customer.create | customer#1 | Mini Market | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | purchase.create | purchase#1 | PUR-2026-000001, 1 pozitsiya | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | purchase.receive | purchase#1 | PUR-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | journal.post | journal#2 | JRN-2026-000002: Xarid PUR-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#3 | JRN-2026-000003: To'lov PAY-2026-000001 (PUR-2026-000001 bo'yicha to'lov) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payment.create | payment#1 | PAY-2026-000001: out 1200000.00 (bank) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | sale.create | invoice#1 | INV-2026-000001, 1 pozitsiya | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | sale.confirm | invoice#1 | INV-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | journal.post | journal#4 | JRN-2026-000004: Savdo INV-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | journal.post | journal#5 | JRN-2026-000005: Tannarx INV-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#6 | JRN-2026-000006: To'lov PAY-2026-000002 (INV-2026-000001 bo'yicha to'lov) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payment.create | payment#2 | PAY-2026-000002: in 720000.00 (cash) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | sale.payment | invoice#1 | 720000.00 (cash) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | sale.create | pos#2 | POS-2026-000001, 1 pozitsiya | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | sale.confirm | pos#2 | POS-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | journal.post | journal#7 | JRN-2026-000007: Savdo POS-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | journal.post | journal#8 | JRN-2026-000008: Tannarx POS-2026-000001 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#9 | JRN-2026-000009: To'lov PAY-2026-000003 (POS-2026-000001 bo'yicha to'lov) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payment.create | payment#3 | PAY-2026-000003: in 90000.00 (cash) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | sale.payment | pos#2 | 90000.00 (cash) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#10 | JRN-2026-000010: To'lov PAY-2026-000004 (Ofis ijarasi) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payment.create | payment#4 | PAY-2026-000004: out 50000.00 (cash) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | department.create | department#2 | Savdo bo'limi | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | employee.create | employee#1 | Aliyev Alisher | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | employee.create | employee#2 | Karimova Nilufar | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | leave.request | leave#1 | xodim #1, 10 kun | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | leave.approved | leave#1 |  | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payroll.create | payroll#1 | 2026-07: 2 xodim, jami 7000000.00 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#11 | JRN-2026-000011: Ish haqi 2026-07 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payroll.approve | payroll#1 | 2026-07 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#12 | JRN-2026-000012: To'lov PAY-2026-000005 (Ish haqi 2026-07) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payment.create | payment#5 | PAY-2026-000005: out 6153000.00 (bank) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | payroll.pay | payroll#1 | 2026-07 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | asset.create | asset#1 | Kompyuter (12000000.00) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | journal.post | journal#13 | JRN-2026-000013: Amortizatsiya 2026-07 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | asset.depreciation | asset# | 2026-07: 1 ta aktiv, jami 500000.00 | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_115628.csv (1 qator) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_115628.json (1 qator) | ip=
2026-07-12 11:56:28 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_115628.xlsx (1 qator) | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_115628.pdf (1 qator) | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | export | file# | savdo_hisoboti_20260712_115629.docx (1 qator) | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | product.create | product#2 | Guruch 1kg | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | product.create | product#3 | Yog' 1L | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | import.products | # | import_test.csv: +2/~0, xato 1 | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | product.update | product#2 | ['cost_price', 'name', 'sale_price', 'sku', 'vat_rate'] | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | product.update | product#3 | ['cost_price', 'name', 'sale_price', 'sku', 'vat_rate'] | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | import.products | # | import_test.csv: +0/~2, xato 1 | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | customer.create | customer#2 | Import Mijoz MChJ | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | import.customers | # | import_cust.json: +1/~0, xato 0 | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | backup.create | backup# | uzerp_backup_20260712_115629_340.zip | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | backup.create | backup# | uzerp_backup_20260712_115629_367.zip | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | sale.create | pos#3 | POS-2026-000002, 1 pozitsiya | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | sale.confirm | pos#3 | POS-2026-000002 | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | system | journal.post | journal#14 | JRN-2026-000014: Savdo POS-2026-000002 | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | system | journal.post | journal#15 | JRN-2026-000015: Tannarx POS-2026-000002 | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | journal.post | journal#16 | JRN-2026-000016: To'lov PAY-2026-000006 (POS-2026-000002 bo'yicha to'lov) | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | payment.create | payment#6 | PAY-2026-000006: in 18000.00 (cash) | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | admin | sale.payment | pos#3 | 18000.00 (cash) | ip=
2026-07-12 11:56:29 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | product.create | product#4 | Web Test Mahsulot | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | sale.create | pos#4 | POS-2026-000003, 1 pozitsiya | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | sale.confirm | pos#4 | POS-2026-000003 | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | system | journal.post | journal#17 | JRN-2026-000017: Savdo POS-2026-000003 | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | system | journal.post | journal#18 | JRN-2026-000018: Tannarx POS-2026-000003 | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | journal.post | journal#19 | JRN-2026-000019: To'lov PAY-2026-000007 (POS-2026-000003 bo'yicha to'lov) | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | payment.create | payment#7 | PAY-2026-000007: in 19800.00 (cash) | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | sale.payment | pos#4 | 19800.00 (cash) | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | journal.post | journal#20 | JRN-2026-000020: Web test o'tkazma | ip=
2026-07-12 11:56:30 | INFO     | uzerp.audit | admin | user.create | user#2 | kassir1 (cashier) | ip=
2026-07-12 11:56:31 | INFO     | uzerp.audit | admin | export | file# | pl_hisoboti_20260712_115630.xlsx (6 qator) | ip=
2026-07-12 11:56:31 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | product.create | product#5 | API Test Mahsulot | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | sale.create | pos#5 | POS-2026-000004, 1 pozitsiya | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | sale.confirm | pos#5 | POS-2026-000004 | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | system | journal.post | journal#21 | JRN-2026-000021: Savdo POS-2026-000004 | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | system | journal.post | journal#22 | JRN-2026-000022: Tannarx POS-2026-000004 | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | journal.post | journal#23 | JRN-2026-000023: To'lov PAY-2026-000008 (POS-2026-000004 bo'yicha to'lov) | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | payment.create | payment#8 | PAY-2026-000008: in 50000.00 (cash) | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | sale.payment | pos#5 | 50000.00 (cash) | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | user.create | user#3 | apikassir (cashier) | ip=
2026-07-12 11:56:32 | INFO     | uzerp.audit | admin | user.create | user#4 | apimanager (sales_manager) | ip=
2026-07-12 12:04:55 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:05:15 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:08:57 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:08:57 | INFO     | uzerp.audit | admin | user.create | user#5 | guikassir (cashier) | ip=
2026-07-12 12:10:48 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:28:37 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:30:56 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:43:44 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
2026-07-12 12:43:47 | INFO     | uzerp.audit | system | system.stop | # |  | ip=
2026-07-12 12:49:09 | INFO     | uzerp.audit | system | system.start | # | engine=sqlite | ip=
